show_id,type,title,director,cast,country,date_added,release_year,rating,duration,duration_int,duration_type,description
ds1,movie,duck the halls: a mickey mouse christmas special,"alonso ramirez ramos, dave wasson","chris diamantopoulos, tony anselmo, tress macneille, bill farmer, russi taylor, corey burton",,2021-11-26,2016,tv-g,23 min,23,min,join mickey and the gang as they duck the halls!
ds2,movie,ernest saves christmas,john cherry,"jim varney, noelle parker, douglas seale",,2021-11-26,1988,pg,91 min,91,min,santa claus passes his magic bag to a new st. nic.
ds3,movie,ice age: a mammoth christmas,karen disher,"raymond albert romano, john leguizamo, denis leary, queen latifah",united states,2021-11-26,2011,tv-g,23 min,23,min,sid the sloth is on santa's naughty list.
ds4,movie,the queen family singalong,hamish hamilton,"darren criss, adam lambert, derek hough, alexander jean, fall out boy, jimmie allen",,2021-11-26,2021,tv-pg,41 min,41,min,"this is real life, not just fantasy!"
ds5,tv show,the beatles: get back,,"john lennon, paul mccartney, george harrison, ringo starr",,2021-11-25,2021,g,1 season,1,season,a three-part documentary from peter jackson capturing a moment in music history with the beatles.
ds6,movie,becoming cousteau,liz garbus,"jacques yves cousteau, vincent cassel",united states,2021-11-24,2021,pg-13,94 min,94,min,an inside look at the legendary life of adventurer jacques-yves cousteau.
ds7,tv show,hawkeye,,"jeremy renner, hailee steinfeld, vera farmiga, fra fee, tony dalton, zahn mcclarnon",,2021-11-24,2021,tv-14,1 season,1,season,clint barton/hawkeye must team up with skilled archer kate bishop to unravel a criminal conspiracy.
ds8,tv show,port protection alaska,,"gary muehlberger, mary miller, curly leach, sam carlson, stuart andrews, david squibb",united states,2021-11-24,2015,tv-14,2 seasons,2,seasons,residents of port protection must combat volatile conditions to survive and thrive in alaska.
ds9,tv show,secrets of the zoo: tampa,,"dr. ray ball, dr. lauren smith, chris massaro, tiffany burns, mike burns, melinda mendolusky",united states,2021-11-24,2019,tv-pg,2 seasons,2,seasons,a day in the life at zootampa is anything but ordinary. it's extraordinary!
ds10,movie,a muppets christmas: letters to santa,kirk r. thatcher,"steve whitmire, dave goelz, bill barretta, eric jacobson",united states,2021-11-19,2008,g,45 min,45,min,celebrate the holiday season with all your favorite muppets.
ds11,movie,adventure thru the walt disney archives,john gleim,"don hahn, kathryn beaumont, pete docter, kevin feige, mark hamill, bob iger",,2021-11-19,2020,tv-pg,59 min,59,min,explore the treasures and rich history of the walt disney archives.
ds12,movie,puppy for hanukkah,,,,2021-11-19,2020,tv-g,4 min,4,min,"check out daveed digg's official music video ""puppy for hanukkah!"""
ds13,movie,the pixar story,leslie iwerks,"stacy keach, john lasseter, brad bird, john musker, ron clements, frank thomas",united states,2021-11-19,2007,g,91 min,91,min,a groundbreaking company forever changes the face of filmmaking.
ds14,tv show,"dr. oakley, yukon vet",,"dr. michelle oakley, zachary fine",united states,2021-11-17,2013,tv-pg,10 seasons,10,seasons,"meet dr. michelle oakley, vet to pretty much everything that moves in the rugged yukon."
ds15,movie,america the beautiful,,michael b. jordan,,2021-11-12,2021,tv-pg,2 min,2,min,"epic, grand portrait of the land across four regions on the most extreme continent. coming in 2022."
ds16,movie,baymax!,,,,2021-11-12,2021,tv-g,1 min,1,min,“baymax!” premieres on disney+ summer 2022.
ds17,movie,ciao alberto,mckenna harris,"jack dylan grazer, marco barricelli",,2021-11-12,2021,tv-pg,8 min,8,min,fun-loving sea monster alberto whole-heartedly wants to prove himself to his stoic mentor massimo.
ds18,tv show,disney fancy nancy,,"mia jenness, alyson hannigan, rob riggle, spencer moss, dana heath","united states, canada",2021-11-12,2018,tv-pg,3 seasons,3,seasons,nancy makes every day extraordinary!
ds19,tv show,disney intertwined,,"carolina domenech, josé jiménez zapiola, kevsho, elena roger, clara alonso, emilia mernes",,2021-11-12,2021,tv-pg,1 season,1,season,allegra is ready to change the past in order to reach her dream.
ds20,movie,enchanted,kevin lima,"amy adams, patrick dempsey, james marsden, timothy spall, idina menzel, susan sarandon",united states,2021-11-12,2007,pg,110 min,110,min,an animated princess winds up in the real world of modern-day manhattan.
ds21,movie,feast,patrick osborne,"stephen apostolina, kirk baily, ben bledsoe, david cowgill, terri douglas, fuschia!",united states,2021-11-12,2014,g,8 min,8,min,one man's love life seen through the eyes of his dog.
ds22,movie,frozen fever,"chris buck, jennifer lee","kristen bell, idina menzel, jonathan groff, josh gad, santino fontana, chris williams",united states,2021-11-12,2015,g,11 min,11,min,elsa wants to give anna the best birthday party ever.
ds23,movie,get a horse!,lauren macmullan,"walt disney, marcellite garner, russi taylor, billy bletcher, will ryan, bob bergen",united states,2021-11-12,2013,g,7 min,7,min,mickey and friends hitch a ride on a musical hay wagon.
ds24,movie,home sweet home alone,dan mazer,"ellie kemper, rob delaney, archie yates, aisling bea, kenan thompson, tim simons",united states,2021-11-12,2021,pg,95 min,95,min,"alone for the holidays, max mercer will do whatever it takes to protect his home from trespassers."
ds25,movie,jungle cruise,jaume collet-serra,"dwayne johnson, emily blunt, edgar ramirez, jack whitehall, jesse plemons, paul giamatti",united states,2021-11-12,2021,pg-13,129 min,129,min,dr. lily houghton & skipper frank wolff team up for a wild ride on the amazon.
ds26,movie,limitless with chris hemsworth,,chris hemsworth,,2021-11-12,2021,tv-14,2 min,2,min,"""limitless with chris hemsworth"" is coming to disney+ in 2022."
ds27,movie,marvel studios’ 2021 disney+ day special,,,,2021-11-12,2021,tv-pg,14 min,14,min,"marvel studios’ disney+ day special explores the disney+ series of the mcu – past, present and future."
ds28,movie,obi-wan kenobi,,,,2021-11-12,2021,tv-pg,1 min,1,min,"a behind the scenes look of the ""obi-wan kenobi"" special event series. coming to disney+ in 2022."
ds29,tv show,olaf presents,,josh gad,,2021-11-12,2021,tv-pg,1 season,1,season,olaf goes from snowman to showman for his unique retelling of five favorite disney animation tales.
ds30,movie,paperman,john kahrs,"john kahrs, kari wahlgren",united states,2021-11-12,2012,g,7 min,7,min,a young man strives to find girl of his dreams.
ds31,movie,pixar 2021 disney+ day special,,"pete docter, larry the cable guy, jack dylan grazer, domee shi, angus maclane",,2021-11-12,2021,g,5 min,5,min,join pete docter for a tour around pixar and get a sneak peek at several upcoming disney+ releases.
ds32,movie,shang-chi and the legend of the ten rings,destin daniel cretton,"simu liu, awkwafina, tony leung, michelle yeoh, meng'er zhang, ben kingsley","united states, australia",2021-11-12,2021,pg-13,134 min,134,min,"shang-chi must confront his father, leader of the ten rings organization."
ds33,movie,spin,manjari makijany,"avantika, michael bishop, anna cathcart, jahbril cook, kerri medders, aryan simhadri",,2021-11-12,2021,tv-g,94 min,94,min,rhea discovers her passion for creating dj mixes!
ds34,movie,tangled ever after,"nathan greno, byron howard","mandy moore, zachary levi, alan dale, paul f. tompkins, kari wahlgren, mark allen stewart",united states,2021-11-12,2012,g,9 min,9,min,it's up to max and pascal to save the royal wedding.
ds35,movie,the ballad of nessie,"stevie wermers-skelton, kevin deters",billy connolly,,2021-11-12,2011,g,8 min,8,min,a colorful tale about the friendly loch ness monster.
ds36,movie,the little matchgirl,roger allers,,united states,2021-11-12,2006,g,7 min,7,min,a poor matchgirl sees happy images in the flames of her matches.
ds37,movie,the making of happier than ever: a love letter to los angeles,david clair,"billie eilish, finneas, gustavo dudamel, patrick osborne, robert rodriguez",,2021-11-12,2021,tv-pg,30 min,30,min,"go behind the scenes of ""happier than ever: a love letter to los angeles."""
ds38,movie,the proud family: louder and prouder,,"kyla pratt, tommy davidson, paula jai parker, jomarie payton, cedric the entertainer",,2021-11-12,2021,tv-g,1 min,1,min,"""the proud family: louder and prouder"" follows penny proud and her family. coming in february 2022."
ds39,movie,the simpsons in plusaversary,david silverman,"dan castellaneta, nancy cartwright, yeardley smith, tress macneille, hank azaria",,2021-11-12,2021,tv-pg,6 min,6,min,celebrate disney+ day with the simpsons and their friends from across the service.
ds40,movie,tick tock tale,dean wellins,,united states,2021-11-12,2010,g,6 min,6,min,a tale of a quirky mantle clock.
ds41,movie,under the helmet: the legacy of boba fett,,,,2021-11-12,2021,tv-pg,22 min,22,min,"a special celebrating the origins and legacy of star wars’ legendary bounty hunter, boba fett."
ds42,movie,willow,,,,2021-11-12,2021,tv-pg,3 min,3,min,"meet the cast of the all-new disney+ fantasy-adventure series ""willow."" coming to disney+ in 2022."
ds43,movie,alvin and the chipmunks: chipwrecked,mike mitchell,"jason lee, david cross, jenny slate, justin long, matthew gray gubler, jesse mccartney",united states,2021-11-05,2011,g,87 min,87,min,the chipmunks and chipettes get stranded on a remote island – or so it would seem.
ds44,movie,jingle all the way,brian levant,"arnold schwarzenegger, sinbad, phil hartman, rita wilson, robert conrad, martin mull",united states,2021-11-05,1996,pg,90 min,90,min,a father's christmas eve turns into a madcap scramble to find a much sought-after toy for his son.
ds45,movie,jingle all the way 2,alex zamm,"larry the cable guy, brian stepanek, santino marella, kennedi clements, kirsten robek, rachel hayward",united states,2021-11-05,2014,pg,91 min,91,min,two dads compete to be the best father and make christmas amazing!
ds46,movie,prep & landing: operation secret santa,"kevin deters, stevie wermers-skelton","betty white, dave foley, derek richardson, sarah chalke, w. morgan sheppard",,2021-11-05,2010,tv-g,8 min,8,min,mrs. claus enlists two elves in a secret mission.
ds47,movie,santa buddies: the legend of santa paws,robert vince,"christopher lloyd, danny woodburn, craig anton, michael teigen, ben giroux, paul rae","united states, canada",2021-11-05,2009,g,93 min,93,min,"the buddies remind santa paws' feisty son, puppy paws, about the true meaning of christmas."
ds48,movie,snow buddies,robert vince,"dominic scott kay, john kapelos, lise simms, mike dopud, charles c. stevenson jr., dylan minnette",united states,2021-11-05,2008,g,91 min,91,min,disney’s favorite talking pups put one paw in front of the other in a thrilling alaskan adventure.
ds49,movie,space buddies,robert vince,"f.t. anderson, diedrich bader, field cate, kendall cross, mike dopud, mark downey","united states, canada",2021-11-05,2009,g,87 min,87,min,"disney's most adventurous talking pups take one small step for dog, one giant leap for dogkind."
ds50,movie,the search for santa paws,robert vince,"resse alexander, diedrich bader, sahar biniaz, jan boss, ameko eks mass carroll, melody choi",canada,2021-11-05,2010,g,101 min,101,min,discover how the legendary friendship of santa claus and santa paws began.
ds51,movie,x-men: first class,matthew vaughn,"james mcavoy, michael fassbender, rose byrne, jennifer lawrence, january jones, nicholas hoult","united states, united kingdom",2021-11-05,2011,pg-13,132 min,132,min,"following the classic mythology, x-men: first class charts the epic beginning of the x-men saga."
ds52,tv show,disney amphibia,,"justin felbinger, amanda leighton, bill farmer, brenda song","united states, south korea",2021-11-03,2018,tv-y7,3 seasons,3,seasons,anne boonchuy is transported to the world of amphibia.
ds53,tv show,photo ark,,joel sartore,united states,2021-11-03,2017,tv-pg,1 season,1,season,national geographic photographer joel sartore photographs some of the rarest animals in the world.
ds54,tv show,storm rising,,,,2021-11-03,2021,tv-14,1 season,1,season,storm chasers reed timmer and mike theiss track and study a new category of deadly storms.
ds55,movie,bob ballard: an explorer's life,,,,2021-10-29,2021,tv-pg,44 min,44,min,"an intimate portrait of bob ballard, the legendary explorer who found the titanic."
ds56,movie,"mcfarland, usa",niki caro,"kevin costner, maria bello, morgan saylor, martha higareda, michael aguero, sergio avelar",united states,2021-10-29,2015,pg,131 min,131,min,a coach guides underdogs past tremendous obstacles to become champions.
ds57,movie,rookie of the year,daniel stern,"thomas ian nicholas, gary busey, albert hall, amy morton, dan hedaya, eddie bracken",united states,2021-10-22,1993,pg,104 min,104,min,"a 12-year-old boy can throw a 100 mph fastball, and the chicago cubs want him as their new pitcher!"
ds58,movie,thumbelina,"don bluth, gary goldman","gino conforti, barbara cook, jodi benson, will ryan, june foray, kenneth mars","ireland, united states, canada, united kingdom, denmark, spain, poland, hungary",2021-10-22,1994,g,87 min,87,min,a digit-sized heroine evades the clutches of various creatures so she can reunite with her prince.
ds59,tv show,pj masks,,"kyle breitkopf, jacob ursomarzo, addison holley","france, united kingdom",2021-10-20,2015,tv-y7,5 seasons,5,seasons,look out night time baddies the pj masks are coming!
ds60,tv show,the wild life of dr. ole,,,,2021-10-20,2021,tv-pg,1 season,1,season,"doc ole practices his unique brand of animal care with wit, expertise and insight."
ds61,movie,lost cities with albert lin: the great flood,jim greayer,dr. albert yu-min lin,,2021-10-15,2021,tv-pg,44 min,44,min,albert lin is on a global quest to find the origins of great flood stories.
ds62,movie,megacity of the maya warriors,ben crichton,albert lin,,2021-10-15,2021,tv-pg,44 min,44,min,albert lin sets out to solve an ancient mystery and find a lost maya city.
ds63,tv show,apollo: back to the moon,,"bill anders, jack clemons, fred haise, glynn lunney, jay barbree, brad vinikow",,2021-10-13,2019,tv-pg,1 season,1,season,"follow the apollo lunar landing program from the inside, as never shown before."
